# z phi vxP vxF T
1.397527352297592840e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.380584540640156455e+00 0.000000000000000000e+00
1.399529540481400380e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.381663589619307686e+00 0.000000000000000000e+00
1.401531728665207921e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.382736843750769218e+00 0.000000000000000000e+00
1.403533916849015184e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.383804332544929849e+00 0.000000000000000000e+00
1.405536105032822725e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.384866085103869882e+00 0.000000000000000000e+00
1.407538293216630265e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.385922130191700408e+00 0.000000000000000000e+00
1.409540481400437528e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.386972496269667676e+00 0.000000000000000000e+00
1.411542669584245069e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.388017211500521597e+00 0.000000000000000000e+00
1.413544857768052609e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.389056303751629251e+00 0.000000000000000000e+00
1.415547045951859872e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.390089800597949843e+00 0.000000000000000000e+00
1.417549234135667413e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.391117729325039853e+00 0.000000000000000000e+00
1.419551422319474676e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.392140116931967597e+00 0.000000000000000000e+00
1.421553610503282217e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.393156990134094553e+00 0.000000000000000000e+00
1.423555798687089757e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.394168375365990808e+00 0.000000000000000000e+00
1.425557986870897020e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.395174298784124911e+00 0.000000000000000000e+00
1.427560175054704561e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.396174786269561707e+00 0.000000000000000000e+00
1.429562363238512102e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.397169863430686831e+00 0.000000000000000000e+00
1.431564551422319365e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.398159555605719362e+00 0.000000000000000000e+00
1.433566739606126905e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.399143887865328839e+00 0.000000000000000000e+00
1.435568927789934446e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.400122885015171459e+00 0.000000000000000000e+00
1.437571115973741709e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.401096571598306806e+00 0.000000000000000000e+00
1.439573304157549249e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.402064971897664325e+00 0.000000000000000000e+00
1.441575492341356513e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.403028109938310841e+00 0.000000000000000000e+00
1.443577680525164053e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.403986009489996967e+00 0.000000000000000000e+00
1.445579868708971594e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.404938694069188365e+00 0.000000000000000000e+00
1.447582056892778857e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.405886186941503357e+00 0.000000000000000000e+00
1.449584245076586397e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.406828511123826342e+00 0.000000000000000000e+00
1.451586433260393938e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.407765689386443420e+00 0.000000000000000000e+00
1.453588621444201201e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.408697744255255291e+00 0.000000000000000000e+00
1.455590809628008742e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.409624698013766775e+00 0.000000000000000000e+00
1.457592997811816282e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.410546572705151824e+00 0.000000000000000000e+00
1.459595185995623545e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.411463390134285678e+00 0.000000000000000000e+00
1.461597374179431086e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.412375171869737045e+00 0.000000000000000000e+00
1.463599562363238349e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.413281939245681240e+00 0.000000000000000000e+00
1.465601750547045889e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.414183713364033146e+00 0.000000000000000000e+00
1.467603938730853430e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.415080515096661440e+00 0.000000000000000000e+00
1.469606126914660693e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.415972365088634888e+00 0.000000000000000000e+00
1.471608315098468234e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.416859283800939284e+00 0.000000000000000000e+00
1.473610503282275774e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.417741291531959380e+00 0.000000000000000000e+00
1.475612691466083037e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.418618408274033627e+00 0.000000000000000000e+00
1.477614879649890578e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.419490653768926247e+00 0.000000000000000000e+00
1.479617067833698119e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.420358047536573132e+00 0.000000000000000000e+00
1.481619256017505382e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.421220608877700631e+00 0.000000000000000000e+00
1.483621444201312922e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.422078356875411842e+00 0.000000000000000000e+00
1.485623632385120185e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.422931310396555293e+00 0.000000000000000000e+00
1.487625820568927726e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.423779488093297907e+00 0.000000000000000000e+00
1.489628008752735266e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.424622908404430621e+00 0.000000000000000000e+00
1.491630196936542530e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.425461589556735298e+00 0.000000000000000000e+00
1.493632385120350070e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.426295549566351184e+00 0.000000000000000000e+00
1.495634573304157611e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.427124806240044563e+00 0.000000000000000000e+00
1.497636761487964874e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.427949377176448209e+00 0.000000000000000000e+00
1.499638949671772414e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.428769279767290179e+00 0.000000000000000000e+00
1.501641137855579955e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.429584531198546671e+00 0.000000000000000000e+00
1.503643326039387218e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.430395148451654830e+00 0.000000000000000000e+00
1.505645514223194759e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.431201148304476867e+00 0.000000000000000000e+00
1.507647702407002022e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.432002547332480002e+00 0.000000000000000000e+00
1.509649890590809562e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.432799361909776525e+00 0.000000000000000000e+00
1.511652078774617103e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.433591608210027513e+00 0.000000000000000000e+00
1.513654266958424366e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.434379302207427376e+00 0.000000000000000000e+00
1.515656455142231906e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.435162459677673308e+00 0.000000000000000000e+00
1.517658643326039447e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.435941096198771305e+00 0.000000000000000000e+00
1.519660831509846710e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.436715227151943441e+00 0.000000000000000000e+00
1.521663019693654251e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.437484867722385040e+00 0.000000000000000000e+00
1.523665207877461791e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.438250032900058706e+00 0.000000000000000000e+00
1.525667396061269054e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.439010737480400870e+00 0.000000000000000000e+00
1.527669584245076595e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.439766996065086069e+00 0.000000000000000000e+00
1.529671772428883858e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.440518823062594933e+00 0.000000000000000000e+00
1.531673960612691399e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.441266232688945159e+00 0.000000000000000000e+00
1.533676148796498939e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.442009238968269269e+00 0.000000000000000000e+00
1.535678336980306202e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.442747855733481188e+00 0.000000000000000000e+00
1.537680525164113743e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.443482096627052957e+00 0.000000000000000000e+00
1.539682713347921283e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.444211975102683176e+00 0.000000000000000000e+00
1.541684901531728547e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.444937504447318499e+00 0.000000000000000000e+00
1.543687089715536087e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.445658697826065708e+00 0.000000000000000000e+00
1.545689277899343628e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.446375568155152447e+00 0.000000000000000000e+00
1.547691466083150891e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.447088128127580031e+00 0.000000000000000000e+00
1.549693654266958431e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.447796390245634335e+00 0.000000000000000000e+00
1.551695842450765694e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.448500366822770058e+00 0.000000000000000000e+00
1.553698030634573235e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.449200069983919370e+00 0.000000000000000000e+00
1.555700218818380776e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.449895511665471037e+00 0.000000000000000000e+00
1.557702407002188039e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.450586703615370343e+00 0.000000000000000000e+00
1.559704595185995579e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.451273657393173266e+00 0.000000000000000000e+00
1.561706783369803120e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.451956384369967434e+00 0.000000000000000000e+00
1.563708971553610383e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.452634895728304620e+00 0.000000000000000000e+00
1.565711159737417923e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.453309202462000016e+00 0.000000000000000000e+00
1.567713347921225464e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.453979315375995451e+00 0.000000000000000000e+00
1.569715536105032727e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.454645245086198191e+00 0.000000000000000000e+00
1.571717724288840268e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.455307002019027962e+00 0.000000000000000000e+00
1.573719912472647531e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.455964596411201128e+00 0.000000000000000000e+00
1.575722100656455071e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.456618038309265728e+00 0.000000000000000000e+00
1.577724288840262612e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.457267337569156496e+00 0.000000000000000000e+00
1.579726477024069875e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.457912503855670838e+00 0.000000000000000000e+00
1.581728665207877416e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.458553546641948362e+00 0.000000000000000000e+00
1.583730853391684956e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.459190475208739013e+00 0.000000000000000000e+00
1.585733041575492219e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.459823298643807998e+00 0.000000000000000000e+00
1.587735229759299760e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.460452025841094237e+00 0.000000000000000000e+00
1.589737417943107300e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.461076665499943417e+00 0.000000000000000000e+00
1.591739606126914564e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.461697226124128779e+00 0.000000000000000000e+00
1.593741794310722104e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.462313716020997134e+00 0.000000000000000000e+00
1.595743982494529367e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.462926143300367965e+00 0.000000000000000000e+00
1.597746170678336908e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.463534515873412101e+00 0.000000000000000000e+00
1.599748358862144448e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.464138841451558815e+00 0.000000000000000000e+00
1.601750547045951711e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.464739127545122255e+00 0.000000000000000000e+00
1.603752735229759252e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.465335381462087305e+00 0.000000000000000000e+00
1.605754923413566793e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.465927610306785311e+00 0.000000000000000000e+00
1.607757111597374056e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.466515820978455231e+00 0.000000000000000000e+00
1.609759299781181596e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.467100020170513552e+00 0.000000000000000000e+00
1.611761487964989137e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.467680214373672687e+00 0.000000000000000000e+00
1.613763676148796400e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.468256409928408335e+00 0.000000000000000000e+00
1.615765864332603940e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.468828612947819856e+00 0.000000000000000000e+00
1.617768052516411204e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.469396829281737649e+00 0.000000000000000000e+00
1.619770240700218744e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.469961064558213959e+00 0.000000000000000000e+00
1.621772428884026285e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.470521324186443213e+00 0.000000000000000000e+00
1.623774617067833548e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.471077613354452751e+00 0.000000000000000000e+00
1.625776805251641088e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.471629937026769142e+00 0.000000000000000000e+00
1.627778993435448629e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.472178299941720780e+00 0.000000000000000000e+00
1.629781181619255892e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.472722706608739607e+00 0.000000000000000000e+00
1.631783369803063433e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.473263161305570002e+00 0.000000000000000000e+00
1.633785557986870973e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.473799668075222780e+00 0.000000000000000000e+00
1.635787746170678236e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.474332230722821269e+00 0.000000000000000000e+00
1.637789934354485777e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.474860852812323486e+00 0.000000000000000000e+00
1.639792122538293040e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.475385537663081337e+00 0.000000000000000000e+00
1.641794310722100581e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.475906288346200856e+00 0.000000000000000000e+00
1.643796498905908121e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.476423107680665758e+00 0.000000000000000000e+00
1.645798687089715384e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.476935998229529812e+00 0.000000000000000000e+00
1.647800875273522925e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.477444962295540343e+00 0.000000000000000000e+00
1.649803063457330465e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.477950001916854550e+00 0.000000000000000000e+00
1.651805251641137728e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.478451118862466718e+00 0.000000000000000000e+00
1.653807439824945269e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.478948314627309024e+00 0.000000000000000000e+00
1.655809628008752810e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.479441590427289288e+00 0.000000000000000000e+00
1.657811816192560073e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.479930947193941915e+00 0.000000000000000000e+00
1.659814004376367613e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.480416385568885662e+00 0.000000000000000000e+00
1.661816192560174876e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.480897905898050038e+00 0.000000000000000000e+00
1.663818380743982417e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.481375508225486026e+00 0.000000000000000000e+00
1.665820568927789957e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.481849192287026273e+00 0.000000000000000000e+00
1.667822757111597221e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.482318957503548251e+00 0.000000000000000000e+00
1.669824945295404761e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.482784802973914129e+00 0.000000000000000000e+00
1.671827133479212302e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.483246727467629977e+00 0.000000000000000000e+00
1.673829321663019565e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.483704729416957857e+00 0.000000000000000000e+00
1.675831509846827105e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.484158806908954187e+00 0.000000000000000000e+00
1.677833698030634646e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.484608957676787355e+00 0.000000000000000000e+00
1.679835886214441909e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.485055179091039346e+00 0.000000000000000000e+00
1.681838074398249450e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.485497468151059763e+00 0.000000000000000000e+00
1.683840262582056713e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.485935821489893893e+00 0.000000000000000000e+00
1.685842450765864253e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.486370235398107198e+00 0.000000000000000000e+00
1.687844638949671794e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.486800705719450555e+00 0.000000000000000000e+00
1.689846827133479057e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.487227227856430467e+00 0.000000000000000000e+00
1.691849015317286598e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.487649796782070322e+00 0.000000000000000000e+00
1.693851203501094138e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.488068407028214857e+00 0.000000000000000000e+00
1.695853391684901401e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.488483052671972562e+00 0.000000000000000000e+00
1.697855579868708942e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.488893727321189075e+00 0.000000000000000000e+00
1.699857768052516482e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.489300424099088804e+00 0.000000000000000000e+00
1.701859956236323745e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.489703135628267283e+00 0.000000000000000000e+00
1.703862144420131286e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.490101854013463178e+00 0.000000000000000000e+00
1.705864332603938549e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.490496570823447442e+00 0.000000000000000000e+00
1.707866520787746090e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.490887277071896388e+00 0.000000000000000000e+00
1.709868708971553630e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.491273963196991570e+00 0.000000000000000000e+00
1.711870897155360893e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.491656619039864129e+00 0.000000000000000000e+00
1.713873085339168434e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.492035233821527029e+00 0.000000000000000000e+00
1.715875273522975974e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.492409796118652654e+00 0.000000000000000000e+00
1.717877461706783238e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.492780293837497219e+00 0.000000000000000000e+00
1.719879649890590778e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.493146714186241120e+00 0.000000000000000000e+00
1.721881838074398319e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.493509043645558698e+00 0.000000000000000000e+00
1.723884026258205582e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.493867267937111887e+00 0.000000000000000000e+00
1.725886214442013122e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.494221371989941094e+00 0.000000000000000000e+00
1.727888402625820385e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.494571339904400720e+00 0.000000000000000000e+00
1.729890590809627926e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.494917154913770307e+00 0.000000000000000000e+00
1.731892778993435467e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.495258799342837452e+00 0.000000000000000000e+00
1.733894967177242730e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.495596254563523964e+00 0.000000000000000000e+00
1.735897155361050270e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.495929500947201340e+00 0.000000000000000000e+00
1.737899343544857811e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.496258517813376709e+00 0.000000000000000000e+00
1.739901531728665074e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.496583283374257611e+00 0.000000000000000000e+00
1.741903719912472615e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.496903774674876342e+00 0.000000000000000000e+00
1.743905908096280155e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.497219967528589102e+00 0.000000000000000000e+00
1.745908096280087418e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.497531836446727382e+00 0.000000000000000000e+00
1.747910284463894959e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.497839354562823910e+00 0.000000000000000000e+00
1.749912472647702222e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.498142493549653231e+00 0.000000000000000000e+00
1.751914660831509762e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.498441223529481281e+00 0.000000000000000000e+00
1.753916849015317303e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.498735512976271611e+00 0.000000000000000000e+00
1.755919037199124566e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.499025328629109310e+00 0.000000000000000000e+00
1.757921225382932107e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.499310635385947332e+00 0.000000000000000000e+00
1.759923413566739647e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.499591396096083162e+00 0.000000000000000000e+00
1.761925601750546910e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.499867571445245407e+00 0.000000000000000000e+00
1.763927789934354451e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.500139119811802146e+00 0.000000000000000000e+00
1.765929978118161991e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.500405997092020716e+00 0.000000000000000000e+00
1.767932166301969255e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.500668156505106765e+00 0.000000000000000000e+00
1.769934354485776795e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.500925548375784402e+00 0.000000000000000000e+00
1.771936542669584058e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.501178119891029894e+00 0.000000000000000000e+00
1.773938730853391599e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.501425814826741423e+00 0.000000000000000000e+00
1.775940919037199139e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.501668573239637539e+00 0.000000000000000000e+00
1.777943107221006402e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.501906331118480153e+00 0.000000000000000000e+00
1.779945295404813943e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.502139019987215107e+00 0.000000000000000000e+00
1.781947483588621484e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.502366566451628582e+00 0.000000000000000000e+00
1.783949671772428747e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.502588891678440675e+00 0.000000000000000000e+00
1.785951859956236287e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.502805910793564514e+00 0.000000000000000000e+00
1.787954048140043828e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.503017532182587601e+00 0.000000000000000000e+00
1.789956236323851091e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.503223656672400654e+00 0.000000000000000000e+00
1.791958424507658632e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.503424176566306780e+00 0.000000000000000000e+00
1.793960612691465895e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.503618974497737071e+00 0.000000000000000000e+00
1.795962800875273435e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.503807922055989454e+00 0.000000000000000000e+00
1.797964989059080976e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.503990878122511532e+00 0.000000000000000000e+00
1.799967177242888239e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.504167686834572137e+00 0.000000000000000000e+00
1.801969365426695779e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.504338175061824323e+00 0.000000000000000000e+00
1.803971553610503320e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.504502149235491082e+00 0.000000000000000000e+00
1.805973741794310583e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.504659391300263938e+00 0.000000000000000000e+00
1.807975929978118124e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.504809653450144058e+00 0.000000000000000000e+00
1.809978118161925664e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.504952651135778030e+00 0.000000000000000000e+00
1.811980306345732927e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.505088053538672810e+00 0.000000000000000000e+00
1.813982494529540468e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.505215470196520133e+00 0.000000000000000000e+00
1.815984682713348008e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.505334431520182203e+00 0.000000000000000000e+00
1.817986870897155272e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.505444359073327742e+00 0.000000000000000000e+00
1.819989059080962812e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.505544517461915088e+00 0.000000000000000000e+00
1.821991247264770075e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.505633929992913789e+00 0.000000000000000000e+00
1.823993435448577616e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.505711213077586041e+00 0.000000000000000000e+00
1.825995623632385156e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.505774188319435769e+00 0.000000000000000000e+00
1.827997811816192419e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.505818621453647754e+00 0.000000000000000000e+00
1.829999999999999960e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.505818621453647310e+00 0.000000000000000000e+00
